2.230769230769233946e-01,2.923076923076936007e-01,2.000000000000000111e-01,2.461538461538468059e-01,2.000000000000000111e-01,5.911589500439029532e-01,2.833247376059582212e-01,2.000000000000000111e-01,2.000000000000000111e-01,6.122569239835002897e-01,1.000000000000000000e+00,2.461538461538468059e-01,3.615384615384621414e-01,2.000000000000000111e-01,3.384615384615387579e-01,2.286026739117081319e-01,6.380840433398338174e-01,2.933496104887908795e-01,2.788855913108290729e-01,5.697386870618221799e-01,6.291923799302387987e-01,1.000000000000000000e+00,3.615384615384621414e-01,8.000000000000000444e-01,3.615384615384621414e-01,7.769230769230766054e-01,8.000000000000000444e-01,7.719672620170032751e-01,3.812720589313878250e-01,8.000000000000000444e-01,5.610452517527084737e-01,5.051035287255759565e-01,1.000000000000000000e+00,7.769230769230766054e-01,7.769230769230766054e-01,6.153846153846161959e-01,7.307692307692315037e-01,4.226406025263966804e-01,7.408975210076060858e-01,4.448169992655406357e-01,5.709401607884070362e-01,6.130783938814527989e-01,5.000588997526210777e-01,0.000000000000000000e+00,8.000000000000000444e-01,8.000000000000000444e-01,6.846153846153848477e-01,7.538461538461549427e-01,3.844049392344980887e-01,7.463936084358836487e-01,5.010041182801985293e-01,7.704077856383948486e-01,8.000000000000000444e-01,5.136008782629909453e-01,1.000000000000000000e+00
2.413793103448281241e-01,3.448275862068969078e-01,2.000000000000000111e-01,3.241379310344828513e-01,2.000000000000000111e-01,6.522732011173064670e-01,2.833052629775787978e-01,2.000000000000000111e-01,2.098294499159256143e-01,6.291923799302387987e-01,1.000000000000000000e+00,3.448275862068969078e-01,7.379310344827578749e-01,3.448275862068969078e-01,7.172413793103438184e-01,8.000000000000000444e-01,7.795019078315985617e-01,3.622027386744458566e-01,6.322016397760804596e-01,2.000000000000000111e-01,5.051035287255759565e-01,1.000000000000000000e+00,7.172413793103438184e-01,7.172413793103438184e-01,5.724137931034485316e-01,6.758620689655172598e-01,4.037509660148874691e-01,7.484580633121304949e-01,4.192317078182767887e-01,4.422240907708170354e-01,2.588325726639439939e-01,5.000588997526210777e-01,0.000000000000000000e+00,7.379310344827578749e-01,7.379310344827578749e-01,6.344827586206891468e-01,6.965517241379313162e-01,3.636013242022579917e-01,7.537389724141150271e-01,4.696535289673053892e-01,6.076584620046905361e-01,4.701801585395140037e-01,5.136008782629909453e-01,1.000000000000000000e+00,7.379310344827578749e-01,8.000000000000000444e-01,6.758620689655172598e-01,8.000000000000000444e-01,4.076181633307132124e-01,7.787502444122406109e-01,5.297165237005219129e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.290521804890345736e-01,1.000000000000000000e+00
2.000000000000000111e-01,5.000000000000000000e-01,2.000000000000000111e-01,4.842105263157893136e-01,8.000000000000000444e-01,7.985102549091870339e-01,2.129409216887337142e-01,3.801157159942731845e-01,2.000000000000000111e-01,5.051035287255759565e-01,1.000000000000000000e+00,4.842105263157893136e-01,4.842105263157893136e-01,3.736842105263161740e-01,4.526315789473688844e-01,2.552013248975635862e-01,7.667093985526471922e-01,2.565210411903040555e-01,2.000000000000000111e-01,2.421070728604336475e-01,5.000588997526210777e-01,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,4.210526315789473450e-01,4.684210526315796264e-01,2.000000000000000111e-01,7.716071363883841849e-01,2.950483159978082304e-01,3.568465872987232057e-01,3.933706976584250281e-01,5.136008782629909453e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.473684210526323923e-01,4.526315789473688844e-01,5.473684210526323923e-01,2.605182942610794194e-01,7.948036449476960641e-01,3.409246987350490476e-01,5.392035763896028122e-01,6.294261252277957297e-01,5.290521804890345736e-01,1.000000000000000000e+00,6.263157894736850473e-01,8.000000000000000444e-01,6.263157894736850473e-01,7.052631578947377022e-01,4.466000666534044594e-01,8.316342268069434329e-01,4.071680549459011367e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.360515289850540377e-01,1.000000000000000000e+00
3.555555555555548475e-01,3.555555555555548475e-01,2.000000000000000111e-01,3.111111111111113381e-01,3.554759557442908058e-01,7.624277601993931786e-01,3.476781149167926244e-02,2.000000000000000111e-01,2.000000000000000111e-01,5.000588997526210777e-01,0.000000000000000000e+00,3.777777777777774348e-01,3.777777777777774348e-01,2.666666666666661634e-01,3.333333333333339255e-01,2.272707441183919874e-01,7.673881158695341487e-01,8.905245182652614389e-02,3.568465872987232057e-01,3.626802751275786663e-01,5.136008782629909453e-01,1.000000000000000000e+00,3.777777777777774348e-01,4.444444444444451969e-01,3.111111111111113381e-01,4.444444444444451969e-01,3.678246300509839806e-01,7.908970029873124696e-01,1.536691777570574624e-01,5.392035763896028122e-01,6.165520301752823729e-01,5.290521804890345736e-01,1.000000000000000000e+00,5.555555555555564684e-01,8.000000000000000444e-01,5.555555555555564684e-01,6.666666666666678509e-01,8.000000000000002665e-01,8.282772866462760897e-01,2.469414484678955635e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.360515289850540377e-01,1.000000000000000000e+00,6.666666666666678509e-01,6.666666666666678509e-01,5.111111111111112937e-01,6.222222222222226762e-01,2.000000000000000111e-01,7.975683399725121969e-01,3.151743164232280181e-01,6.481030278258628208e-01,7.017750166407801249e-01,5.625611266870965688e-01,1.000000000000000000e+00
3.250000000000000666e-01,3.250000000000000666e-01,2.000000000000000111e-01,2.750000000000011324e-01,4.027134214762609909e-01,7.673226295205684000e-01,2.250801117084366698e-04,2.000000000000000111e-01,2.000000000000000111e-01,5.136008782629909453e-01,1.000000000000000000e+00,3.250000000000000666e-01,4.000000000000012434e-01,2.500000000000007772e-01,4.000000000000012434e-01,5.002117976582494130e-01,7.903207548012095573e-01,7.291142918230758552e-02,4.468991331638064723e-01,5.483105022831047393e-01,5.290521804890345736e-01,1.000000000000000000e+00,5.250000000000012434e-01,8.000000000000000444e-01,5.250000000000012434e-01,6.500000000000014655e-01,8.000000000000000444e-01,8.271241088203215019e-01,1.778366238764330920e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.360515289850540377e-01,1.000000000000000000e+00,6.500000000000014655e-01,6.500000000000014655e-01,4.750000000000005329e-01,6.000000000000006439e-01,3.837964541425162301e-01,7.969939341240703801e-01,2.545936013534458864e-01,5.943416868913581341e-01,6.652359208523581646e-01,5.625611266870965688e-01,1.000000000000000000e+00,6.000000000000006439e-01,6.000000000000006439e-01,5.000000000000008882e-01,6.000000000000006439e-01,2.000000000000000111e-01,7.969939341240703801e-01,3.173947647437288522e-01,5.943416868913581341e-01,4.428614916286165437e-01,5.637468622010833874e-01,1.000000000000000000e+00
2.818181818181812459e-01,3.636363636363644236e-01,2.000000000000000111e-01,3.636363636363644236e-01,5.002117976582494130e-01,7.984243877840050407e-01,7.130588012065619541e-03,2.027544035429568459e-01,4.998911070780376331e-01,5.290521804890345736e-01,1.000000000000000000e+00,5.000000000000009992e-01,8.000000000000000444e-01,5.000000000000009992e-01,6.363636363636376858e-01,8.000000000000000444e-01,8.334432031979904787e-01,1.215365968032608851e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.360515289850540377e-01,1.000000000000000000e+00,6.363636363636376858e-01,6.363636363636376858e-01,4.454545454545456029e-01,5.818181818181822340e-01,3.837964541425162301e-01,8.033824083079899037e-01,2.052241577150644147e-01,4.521432445650117593e-01,6.393103448275839762e-01,5.625611266870965688e-01,1.000000000000000000e+00,5.818181818181822340e-01,5.818181818181822340e-01,4.727272727272733288e-01,5.818181818181822340e-01,2.000000000000000111e-01,8.033824083079899037e-01,2.736957984610851602e-01,4.521432445650117593e-01,3.741560798548086431e-01,5.637468622010833874e-01,1.000000000000000000e+00,5.818181818181822340e-01,5.818181818181822340e-01,4.181818181818178770e-01,5.000000000000009992e-01,2.240607480568131415e-01,7.559496945255042011e-01,3.148420169227056364e-01,2.000000000000000111e-01,2.000000000000000111e-01,5.593701425964722196e-01,0.000000000000000000e+00
3.285714285714305127e-01,8.000000000000000444e-01,3.285714285714305127e-01,5.428571428571451474e-01,8.000000000000000444e-01,8.296055738937403445e-01,-2.654034021660632292e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.360515289850540377e-01,1.000000000000000000e+00,5.428571428571451474e-01,5.428571428571451474e-01,2.428571428571435209e-01,4.571428571428580723e-01,4.268493069852377086e-01,7.999978114031989218e-01,-1.340313550189854985e-01,4.521432445650117593e-01,6.393103448275839762e-01,5.625611266870965688e-01,1.000000000000000000e+00,4.571428571428580723e-01,4.571428571428580723e-01,2.857142857142870307e-01,4.571428571428580723e-01,2.620650928199400043e-01,7.999978114031988108e-01,-2.654513462592389406e-02,4.521432445650117593e-01,3.741560798548086431e-01,5.637468622010833874e-01,1.000000000000000000e+00,4.571428571428580723e-01,4.571428571428580723e-01,2.000000000000000111e-01,3.285714285714305127e-01,2.836369532743143185e-01,7.532325230582206377e-01,3.802151322814195655e-02,2.000000000000000111e-01,2.000000000000000111e-01,5.593701425964722196e-01,0.000000000000000000e+00,2.857142857142870307e-01,4.142857142857145347e-01,2.428571428571435209e-01,3.714285714285709972e-01,2.000000000000000111e-01,7.583043803572628860e-01,9.864097835549157089e-02,3.962459268481937080e-01,2.884210526315814649e-01,5.815175506200518374e-01,1.000000000000000000e+00
6.800000000000026024e-01,6.800000000000026024e-01,2.600000000000008971e-01,5.600000000000009415e-01,5.019809640644564697e-01,7.838848859260781898e-01,-2.660174534746531649e-01,4.180778778969923559e-01,7.623635096414447254e-01,5.625611266870965688e-01,1.000000000000000000e+00,5.600000000000009415e-01,5.600000000000009415e-01,3.200000000000017275e-01,5.600000000000009415e-01,2.826208235484498621e-01,7.838848859260781898e-01,-1.158324619338089168e-01,4.180778778969923559e-01,4.229381243707884819e-01,5.637468622010833874e-01,1.000000000000000000e+00,5.600000000000009415e-01,5.600000000000009415e-01,2.000000000000000111e-01,3.800000000000025580e-01,3.113372049350581761e-01,7.359214022085851514e-01,-2.568110521856967199e-02,2.000000000000000111e-01,2.000000000000000111e-01,5.593701425964722196e-01,0.000000000000000000e+00,3.200000000000017275e-01,5.000000000000000000e-01,2.600000000000008971e-01,4.399999999999991696e-01,2.000000000000000111e-01,7.415970997150926891e-01,5.898818663935115336e-02,3.697324683309050064e-01,3.131882598931343686e-01,5.815175506200518374e-01,1.000000000000000000e+00,5.600000000000009415e-01,8.000000000000000444e-01,5.000000000000000000e-01,8.000000000000000444e-01,8.000000000000000444e-01,7.731067476062036814e-01,1.937176072503774549e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.783336866652533104e-01,1.000000000000000000e+00
5.600000000000009415e-01,5.600000000000009415e-01,3.200000000000017275e-01,5.600000000000009415e-01,2.884855564184501397e-01,7.761862946273613284e-01,-1.149748826064325713e-01,4.180778778969923559e-01,4.057461406517990921e-01,5.637468622010833874e-01,1.000000000000000000e+00,5.600000000000009415e-01,5.600000000000009415e-01,2.000000000000000111e-01,3.800000000000025580e-01,3.168764243064662312e-01,7.284815315792225743e-01,-2.497944940526369839e-02,2.000000000000000111e-01,2.000000000000000111e-01,5.593701425964722196e-01,0.000000000000000000e+00,3.200000000000017275e-01,5.000000000000000000e-01,2.600000000000008971e-01,4.399999999999991696e-01,2.068012782155906892e-01,7.343426571523020696e-01,5.956226866842084799e-02,3.697324683309050064e-01,3.044596912521465581e-01,5.815175506200518374e-01,1.000000000000000000e+00,5.600000000000009415e-01,8.000000000000000444e-01,5.000000000000000000e-01,8.000000000000000444e-01,8.000000000000000444e-01,7.668612699666108590e-01,1.941873107287079847e-01,8.000000000000000444e-01,7.537307032590014888e-01,5.783336866652533104e-01,1.000000000000000000e+00,8.000000000000000444e-01,8.000000000000000444e-01,4.399999999999991696e-01,6.800000000000026024e-01,2.000000000000000111e-01,7.345826981862285665e-01,2.825168905962172627e-01,6.332546781102561528e-01,8.000000000000000444e-01,5.830530308452014365e-01,1.000000000000000000e+00
5.272727272727277814e-01,5.272727272727277814e-01,2.000000000000000111e-01,3.636363636363657559e-01,3.168764243064662312e-01,7.237360670259004314e-01,-3.550009943295295844e-03,2.000000000000000111e-01,2.000000000000000111e-01,5.593701425964722196e-01,0.000000000000000000e+00,3.090909090909105261e-01,4.727272727272724406e-01,2.545454545454552964e-01,4.181818181818172109e-01,2.068012782155906892e-01,7.296577859950248435e-01,7.312850426127023851e-02,3.433892792893350476e-01,2.995436899816138476e-01,5.815175506200518374e-01,1.000000000000000000e+00,5.272727272727277814e-01,7.454545454545449257e-01,4.727272727272724406e-01,7.454545454545449257e-01,8.000000000000000444e-01,7.625459159589620395e-01,1.953696026600456881e-01,7.068774903212551308e-01,7.276714567867572647e-01,5.783336866652533104e-01,1.000000000000000000e+00,7.454545454545449257e-01,7.454545454545449257e-01,4.181818181818172109e-01,6.363636363636382409e-01,2.000000000000000111e-01,7.306385238320135533e-01,2.755503360606981755e-01,5.660117398507831243e-01,7.717632636382216749e-01,5.830530308452014365e-01,1.000000000000000000e+00,6.363636363636382409e-01,8.000000000000000444e-01,3.090909090909105261e-01,8.000000000000000444e-01,4.509787452098744098e-01,7.476927119131964172e-01,3.709048204132981974e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.669614875687721822e-01,1.000000000000000000e+00
